UID,Machine Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp
L47477,x_1,298.0,308.5,1713.0,25.3,124,0,No Failure,2001-12-13 09:00:00
H29712,X1,297.9,308.5,2129.0,18.7,126,0,No Failure,2001-12-13 10:00:00
M15159,x1,297.8,308.3,1567.0,35.6,131,0,No Failure,2001-12-13 11:00:00
L47480,x_1,297.8,308.4,1622.0,38.3,134,0,No Failure,2001-12-13 12:00:00
L47481,x_1,297.7,308.4,1740.0,27.1,136,0,No Failure,2001-12-13 13:00:00
H29716,X1,297.8,308.4,1512.0,35.1,138,0,No Failure,2001-12-13 14:00:00
M15163,x1,297.8,308.4,1479.0,43.5,143,0,No Failure,2001-12-13 15:00:00
L47484,x_1,297.8,308.4,1737.0,27.5,146,0,No Failure,2001-12-13 16:00:00
L47485,x_1,297.8,308.4,2129.0,19.2,148,0,No Failure,2001-12-13 17:00:00
L47486,x_1,281.8,308.4,1374.0,47.1,150,0,No Failure,2001-12-13 18:00:00
M15167,x1,297.8,308.4,1579.0,36.6,152,0,No Failure,2001-12-13 19:00:00
L47488,x_1,297.9,308.5,1305.0,47.2,155,0,No Failure,2001-12-13 20:00:00
M15169,x1,297.9,308.5,1449.0,40.8,157,0,No Failure,2001-12-13 21:00:00
H29724,X1,298.0,308.6,,41.8,160,0,No Failure,2001-12-13 22:00:00
M15171,x1,298.0,308.6,1453.0,44.1,165,0,No Failure,2001-12-13 23:00:00
L47492,x_1,297.9,308.6,1468.0,36.0,168,0,No Failure,2001-12-14 00:00:00
L47493,x_1,298.0,308.6,1313.0,50.8,170,0,No Failure,2001-12-14 01:00:00
M15174,x1,297.9,308.5,1300.0,53.0,172,0,No Failure,2001-12-14 02:00:00
L47495,x_1,297.9,308.4,1646.0,40.6,175,0,No Failure,2001-12-14 03:00:00
L47496,x_1,297.8,308.4,1714.0,33.2,177,0,No Failure,2001-12-14 04:00:00
L47497,x_1,297.8,308.4,1685.0,28.4,179,0,No Failure,2001-12-14 05:00:00
L47498,x_1,297.8,308.4,1512.0,119.7,181,0,No Failure,2001-12-14 06:00:00
L47499,x_1,297.8,308.4,1612.0,32.1,183,0,No Failure,2001-12-14 07:00:00
H29734,X1,297.8,308.4,1550.0,38.2,185,0,No Failure,2001-12-14 08:00:00
L47501,x_1,297.8,308.4,1518.0,32.5,190,0,No Failure,2001-12-14 09:00:00
L47502,x_1,297.8,308.5,1448.0,40.0,192,0,No Failure,2001-12-14 10:00:00
L47503,x_1,281.8,308.5,1561.0,46.3,194,0,No Failure,2001-12-14 11:00:00
M15184,x1,297.8,308.5,1488.0,41.9,196,0,No Failure,2001-12-14 12:00:00
L47505,x_1,297.8,308.5,1699.0,27.8,199,0,No Failure,2001-12-14 13:00:00
L47506,x_1,297.7,308.5,1501.0,41.4,201,0,No Failure,2001-12-14 14:00:00
L47507,x_1,297.7,308.5,1373.0,56.7,203,1,Overstrain Failure,2001-12-14 15:00:00
H29742,X1,297.6,308.4,1703.0,31.4,205,0,No Failure,2001-12-14 16:00:00
H29743,X1,297.7,308.5,1720.0,29.9,210,0,Error,2001-12-14 17:00:00
M15190,x1,297.6,308.4,1398.0,41.9,215,0,No Failure,2001-12-14 18:00:00
M15191,x1,297.6,308.4,1391.0,51.9,218,0,No Failure,2001-12-14 19:00:00
M15192,x1,297.6,308.3,1538.0,40.2,0,0,No Failure,2001-12-14 20:00:00
L47513,x_1,297.5,308.2,1647.0,31.3,3,0,No Failure,2001-12-14 21:00:00
M15194,x1,297.5,308.1,1469.0,44.8,5,0,No Failure,2001-12-14 22:00:00
L47515,x_1,297.4,308.1,1749.0,25.9,8,0,No Failure,2001-12-14 23:00:00
M15196,x1,297.6,308.2,1995.0,20.5,10,0,No Failure,2001-12-15 00:00:00
L47517,x_1,297.6,308.3,1742.0,27.7,13,0,No Failure,2001-12-15 01:00:00
L47518,x_1,297.5,308.2,1563.0,38.2,15,0,No Failure,2001-12-15 02:00:00
M15199,x1,297.5,308.2,1713.0,32.2,17,0,No Failure,2001-12-15 03:00:00
L47520,x_1,281.4,308.1,1474.0,39.4,20,0,No Failure,2001-12-15 04:00:00
M15201,x1,297.4,308.2,1530.0,32.6,22,0,No Failure,2001-12-15 05:00:00
L47522,x_1,297.4,308.2,1471.0,46.5,25,0,No Failure,2001-12-15 06:00:00
L47523,x_1,297.5,308.3,1388.0,128.4,27,0,No Failure,2001-12-15 07:00:00
M15204,x1,297.5,308.2,2448.0,13.8,29,0,No Failure,2001-12-15 08:00:00
L47525,x_1,297.5,308.3,1585.0,32.9,32,0,No Failure,2001-12-15 09:00:00
M15206,x1,297.5,308.3,1459.0,45.2,34,0,No Failure,2001-12-15 10:00:00
L47527,x_1,297.5,308.3,1544.0,40.8,37,0,No Failure,2001-12-15 11:00:00
L47528,x_1,297.6,308.3,1617.0,31.7,39,0,No Failure,2001-12-15 12:00:00
L47529,x_1,297.6,308.3,1595.0,34.3,41,0,No Failure,2001-12-15 13:00:00
H29764,X1,297.6,308.3,1400.0,44.3,43,0,No Failure,2001-12-15 14:00:00
M15211,x1,297.6,308.4,1611.0,31.0,48,0,No Failure,2001-12-15 15:00:00
M15212,x1,297.6,308.4,1507.0,46.0,51,0,No Failure,2001-12-15 16:00:00
H29767,X1,297.5,308.3,1674.0,30.0,54,0,No Failure,2001-12-15 17:00:00
L47534,x_1,297.6,308.3,1658.0,34.3,59,0,No Failure,2001-12-15 18:00:00
L47535,x_1,297.6,308.3,1623.0,36.9,61,0,No Failure,2001-12-15 19:00:00
M15216,x1,297.6,308.4,1398.0,128.7,63,0,No Failure,2001-12-15 20:00:00
L47537,x_1,297.6,308.4,1517.0,34.2,66,0,No Failure,2001-12-15 21:00:00
M15218,x1,297.6,308.3,1467.0,36.7,68,0,No Failure,2001-12-15 22:00:00
M15219,x1,297.6,308.3,1567.0,34.6,71,0,No Failure,2001-12-15 23:00:00
M15220,x1,297.5,308.3,1521.0,38.2,74,0,No Failure,2001-12-16 00:00:00
L47541,x_1,297.5,308.3,1596.0,36.8,77,0,No Failure,2001-12-16 01:00:00
H29776,X1,297.6,308.3,1640.0,30.9,79,0,No Failure,2001-12-16 02:00:00
L47543,x_1,297.6,308.3,1438.0,47.8,84,0,No Failure,2001-12-16 03:00:00
L47544,x_1,297.6,308.4,1407.0,55.2,86,0,No Failure,2001-12-16 04:00:00
L47545,x_1,297.6,308.4,1353.0,137.3,88,0,No Failure,2001-12-16 05:00:00
M15226,x1,297.6,308.5,1552.0,40.9,90,0,No Failure,2001-12-16 06:00:00
M15227,x1,297.6,308.4,1569.0,38.3,93,0,No Failure,2001-12-16 07:00:00
L47548,x_1,297.5,308.4,1489.0,39.5,96,0,No Failure,2001-12-16 08:00:00
H29783,X1,281.5,308.4,1587.0,36.1,98,0,No Failure,2001-12-16 09:00:00
M15230,x1,297.5,308.3,1622.0,37.2,103,0,No Failure,2001-12-16 10:00:00
L47551,x_1,297.5,308.4,1604.0,38.1,106,0,No Failure,2001-12-16 11:00:00
M15232,x1,297.4,308.3,1405.0,51.7,108,0,No Failure,2001-12-16 12:00:00
L47553,x_1,297.4,308.3,1412.0,42.0,111,0,No Failure,2001-12-16 13:00:00
L47554,x_1,297.4,308.3,1431.0,43.0,113,0,No Failure,2001-12-16 14:00:00
L47555,x_1,297.4,308.2,1533.0,37.4,115,0,No Failure,2001-12-16 15:00:00
M15236,x1,297.4,308.2,1401.0,131.7,117,0,No Failure,2001-12-16 16:00:00
M15237,x1,297.4,308.2,1424.0,53.9,120,0,No Failure,2001-12-16 17:00:00
L47558,x_1,297.3,308.2,1754.0,29.4,123,0,No Failure,2001-12-16 18:00:00
L47559,x_1,281.3,308.2,1754.0,106.6,125,0,No Failure,2001-12-16 19:00:00
L47560,x_1,297.5,308.3,2564.0,12.8,127,1,Power Failure,2001-12-16 20:00:00
L47561,x_1,297.5,308.5,1546.0,40.4,129,0,No Failure,2001-12-16 21:00:00
L47562,x_1,297.5,308.5,1335.0,48.0,131,0,No Failure,2001-12-16 22:00:00
M15243,x1,297.5,308.6,1842.0,106.8,133,0,No Failure,2001-12-16 23:00:00
L47564,x_1,297.5,308.5,1712.0,26.8,136,0,No Failure,2001-12-17 00:00:00
M15245,x1,297.6,308.6,1414.0,45.4,138,0,No Failure,2001-12-17 01:00:00
L47566,x_1,297.6,308.7,1319.0,50.9,141,0,No Failure,2001-12-17 02:00:00
L47567,x_1,297.7,308.7,1249.0,60.4,143,0,No Failure,2001-12-17 03:00:00
L47568,x_1,297.6,308.7,1455.0,48.2,145,0,No Failure,2001-12-17 04:00:00
M15249,x1,297.6,308.7,1408.0,54.8,147,0,No Failure,2001-12-17 05:00:00
L47570,x_1,297.6,308.7,1460.0,46.7,150,0,No Failure,2001-12-17 06:00:00
L47571,x_1,297.6,308.6,1491.0,38.1,152,0,No Failure,2001-12-17 07:00:00
M15252,x1,297.6,308.5,1490.0,43.4,154,0,No Failure,2001-12-17 08:00:00
M15253,x1,297.5,308.4,1350.0,52.2,157,0,No Failure,2001-12-17 09:00:00
L47574,x_1,297.5,308.4,1528.0,39.9,160,0,No Failure,2001-12-17 10:00:00
L47575,x_1,297.4,308.3,1571.0,37.7,162,0,No Failure,2001-12-17 11:00:00
L47576,x_1,297.4,308.3,1490.0,42.6,164,0,No Failure,2001-12-17 12:00:00
M15257,x1,297.4,308.3,1774.0,28.9,166,0,No Failure,2001-12-17 13:00:00
H29812,X1,281.4,308.3,1502.0,43.6,169,0,No Failure,2001-12-17 14:00:00
L47579,x_1,297.4,308.4,1392.0,49.7,174,0,No Failure,2001-12-17 15:00:00
L47580,x_1,297.4,308.5,2100.0,16.9,176,0,No Failure,2001-12-17 16:00:00
L47581,x_1,297.5,308.5,1722.0,30.4,178,0,No Failure,2001-12-17 17:00:00
L47582,x_1,297.4,308.6,1678.0,32.3,180,0,No Failure,2001-12-17 18:00:00
L47583,x_1,297.3,308.6,1273.0,59.8,182,0,No Failure,2001-12-17 19:00:00
L47584,x_1,297.3,308.6,1297.0,45.9,184,0,No Failure,2001-12-17 20:00:00
L47585,x_1,297.3,308.5,1350.0,57.6,186,0,No Failure,2001-12-17 21:00:00
L47586,x_1,297.4,308.6,1439.0,131.7,188,0,No Failure,2001-12-17 22:00:00
M15267,x1,297.4,308.5,1600.0,42.1,190,0,No Failure,2001-12-17 23:00:00
M15268,x1,297.4,308.6,1434.0,44.4,193,0,No Failure,2001-12-18 00:00:00
L47589,x_1,297.4,308.6,1459.0,41.3,196,0,No Failure,2001-12-18 01:00:00
M15270,x1,297.5,308.6,1472.0,44.9,198,0,No Failure,2001-12-18 02:00:00
L47591,x_1,297.5,308.7,1429.0,44.3,201,0,No Failure,2001-12-18 03:00:00
L47592,x_1,297.5,308.6,1388.0,48.2,203,0,No Failure,2001-12-18 04:00:00
L47593,x_1,297.4,308.4,1573.0,34.5,205,0,No Failure,2001-12-18 05:00:00
L47594,x_1,297.4,308.4,1588.0,32.5,207,0,No Failure,2001-12-18 06:00:00
L47595,x_1,297.5,308.4,1511.0,42.8,209,0,No Failure,2001-12-18 07:00:00
L47596,x_1,297.4,308.5,1495.0,37.8,211,0,No Failure,2001-12-18 08:00:00
L47597,x_1,297.4,308.4,1394.0,50.1,213,0,No Failure,2001-12-18 09:00:00
L47598,x_1,297.4,308.4,2151.0,17.7,0,0,No Failure,2001-12-18 10:00:00
M15279,X2,297.3,308.3,1501.0,38.2,2,0,No Failure,2011-12-18 11:00:00
M15280,x1,297.3,308.3,1301.0,39.6,5,0,No Failure,2001-12-18 12:00:00
M15281,x1,297.3,308.3,1657.0,31.1,8,0,No Failure,2001-12-18 13:00:00
L47602,x_1,297.3,308.3,,55.2,11,0,No Failure,2001-12-18 14:00:00
L47603,x_1,297.3,308.3,1484.0,43.9,13,0,No Failure,2001-12-18 15:00:00
L47604,x_1,297.3,308.4,1430.0,45.7,15,0,No Failure,2001-12-18 16:00:00
M15285,x1,281.3,308.4,1665.0,28.9,17,0,No Failure,2001-12-18 17:00:00
L47606,x_1,297.4,308.5,1501.0,44.9,20,0,No Failure,2001-12-18 18:00:00
M15287,x1,297.5,308.5,1496.0,42.2,22,0,No Failure,2001-12-18 19:00:00
M15288,x1,297.6,308.6,1595.0,36.9,25,0,No Failure,2001-12-18 20:00:00
L47609,x_1,297.5,308.6,1208.0,62.3,28,0,No Failure,2001-12-18 21:00:00
L47610,x_1,297.5,308.6,1596.0,37.1,30,0,No Failure,2001-12-18 22:00:00
L47611,x_1,297.5,308.5,1446.0,41.9,32,0,No Failure,2001-12-18 23:00:00
M15292,x1,297.6,308.5,1466.0,119.5,34,0,No Failure,2001-12-19 00:00:00
M15293,x1,297.6,308.5,1848.0,23.7,37,0,No Failure,2001-12-19 01:00:00
M15294,x1,297.5,308.5,1484.0,44.7,40,0,No Failure,2001-12-19 02:00:00
L47615,x_1,297.4,308.3,1493.0,41.2,43,0,No Failure,2001-12-19 03:00:00
L47616,x_1,297.3,308.3,1504.0,36.3,45,0,No Failure,2001-12-19 04:00:00
L47617,x_1,297.3,308.3,1538.0,38.5,47,0,No Failure,2001-12-19 05:00:00
L47618,x_1,297.4,308.4,1341.0,52.2,49,0,No Failure,2001-12-19 06:00:00
M15299,x1,297.4,308.3,1535.0,34.6,51,0,No Failure,2001-12-19 07:00:00
L47620,x_1,297.4,308.5,1389.0,39.2,54,0,No Failure,2001-12-19 08:00:00
H29855,X1,297.5,308.5,1393.0,46.6,56,0,No Failure,2001-12-19 09:00:00
L47622,x_1,297.4,308.5,1399.0,61.5,61,1,Power Failure,2001-12-19 10:00:00
H29857,X1,297.4,308.5,1469.0,45.1,63,0,No Failure,2001-12-19 11:00:00
L47624,x_1,297.4,308.4,1582.0,37.2,68,0,No Failure,2001-12-19 12:00:00
L47625,x_1,297.5,308.6,1793.0,26.7,70,0,No Failure,2001-12-19 13:00:00
L47626,x_1,297.5,308.6,1452.0,39.0,72,0,No Failure,2001-12-19 14:00:00
M15307,x1,297.6,308.7,1376.0,59.9,74,0,No Failure,2001-12-19 15:00:00
L47628,x_1,297.5,308.6,1552.0,44.9,77,0,No Failure,2001-12-19 16:00:00
L47629,x_1,297.6,308.7,1622.0,37.9,79,0,No Failure,2001-12-19 17:00:00
M15310,x1,297.6,308.7,1419.0,41.7,81,0,No Failure,2001-12-19 18:00:00
H29865,X1,297.5,308.6,1440.0,125.9,84,0,No Failure,2001-12-19 19:00:00
M15312,x1,297.4,308.6,1643.0,31.0,89,0,No Failure,2001-12-19 20:00:00
L47633,x_1,297.4,308.7,1510.0,36.2,92,0,No Failure,2001-12-19 21:00:00
L47634,x_1,297.4,308.7,1468.0,46.6,94,0,No Failure,2001-12-19 22:00:00
L47635,x_1,297.4,308.7,1429.0,57.4,96,0,Error,2001-12-19 23:00:00
H29870,X1,297.3,308.7,1478.0,47.6,98,0,No Failure,2001-12-20 00:00:00
L47637,x_1,297.4,308.6,1276.0,133.4,103,0,No Failure,2001-12-20 01:00:00
L47638,x_1,297.3,308.6,1486.0,42.6,105,0,No Failure,2001-12-20 02:00:00
L47639,x_1,297.4,308.6,1476.0,42.3,107,0,No Failure,2001-12-20 03:00:00
H29874,X1,297.3,308.6,1431.0,42.0,109,0,No Failure,2001-12-20 04:00:00
L47641,x_1,297.4,308.7,1402.0,40.2,114,0,No Failure,2001-12-20 05:00:00
L47642,x_1,281.4,308.7,1433.0,43.4,116,0,No Failure,2001-12-20 06:00:00
L47643,x_1,297.4,308.7,2874.0,4.2,118,1,Power Failure,2001-12-20 07:00:00
L47644,x_1,281.3,308.6,1511.0,35.7,120,0,No Failure,2001-12-20 08:00:00
M15325,x1,297.3,308.6,1456.0,42.9,122,0,No Failure,2001-12-20 09:00:00
L47646,x_1,297.2,308.5,1550.0,41.5,125,0,No Failure,2001-12-20 10:00:00
L47647,x_1,297.2,308.5,2182.0,16.5,127,0,No Failure,2001-12-20 11:00:00
L47648,x_1,297.3,308.7,1619.0,111.4,129,0,No Failure,2001-12-20 12:00:00
M15329,x1,297.3,308.8,1586.0,32.7,131,0,No Failure,2001-12-20 13:00:00
H29884,X1,297.3,308.8,1499.0,44.2,134,0,No Failure,2001-12-20 14:00:00
H29885,X1,281.3,308.8,1419.0,42.4,139,0,No Failure,2001-12-20 15:00:00
M15332,x1,297.4,309.0,1497.0,41.8,144,0,No Failure,2001-12-20 16:00:00
M15333,x1,297.4,309.0,1520.0,37.0,147,0,No Failure,2001-12-20 17:00:00
L47654,x_1,297.4,309.1,1478.0,49.8,150,0,No Failure,2001-12-20 18:00:00
L47655,x_1,297.4,309.1,1380.0,41.1,152,0,No Failure,2001-12-20 19:00:00
L47656,x_1,297.4,309.0,1570.0,37.9,154,0,No Failure,2001-12-20 20:00:00
H29891,X1,297.4,309.0,1468.0,121.2,156,0,No Failure,2001-12-20 21:00:00
L47658,x_1,297.4,309.0,1833.0,22.6,161,0,No Failure,2001-12-20 22:00:00
M15339,x1,297.4,308.9,1323.0,57.3,163,0,No Failure,2001-12-20 23:00:00
L47660,x_1,297.4,309.0,1583.0,32.0,166,0,No Failure,2001-12-21 00:00:00
M15341,x1,297.3,309.0,1556.0,39.5,168,0,No Failure,2001-12-21 01:00:00
L47662,x_1,297.3,309.0,1548.0,37.4,171,0,No Failure,2001-12-21 02:00:00
L47663,x_1,297.4,309.0,1324.0,56.9,173,0,No Failure,2001-12-21 03:00:00
L47664,x_1,297.4,309.0,1568.0,33.7,175,0,No Failure,2001-12-21 04:00:00
M15345,x1,297.4,309.0,1685.0,30.7,177,0,No Failure,2001-12-21 05:00:00
M15346,x1,297.4,309.1,1582.0,35.9,180,0,No Failure,2001-12-21 06:00:00
M15347,x1,297.4,309.1,1463.0,35.0,183,0,No Failure,2001-12-21 07:00:00
L47668,x_1,297.4,309.2,1584.0,42.8,186,0,No Failure,2001-12-21 08:00:00
M15349,x1,297.5,309.2,1347.0,55.8,188,0,No Failure,2001-12-21 09:00:00
L47670,x_1,297.4,309.2,1459.0,37.9,191,0,No Failure,2001-12-21 10:00:00
L47671,x_1,281.4,309.2,1420.0,45.6,193,0,No Failure,2001-12-21 11:00:00
L47672,x_1,297.5,309.3,1404.0,43.5,195,0,No Failure,2001-12-21 12:00:00
L47673,x_1,297.5,309.3,1470.0,38.8,197,0,No Failure,2001-12-21 13:00:00
L47674,x_1,297.6,309.4,1326.0,49.8,199,0,No Failure,2001-12-21 14:00:00
H29909,X1,297.5,309.3,1459.0,49.7,201,0,No Failure,2001-12-21 15:00:00
M15356,x1,297.5,309.2,1530.0,40.0,206,0,No Failure,2001-12-21 16:00:00
L47677,x_1,297.4,309.0,1505.0,39.2,209,0,No Failure,2001-12-21 17:00:00
L47678,x_1,297.5,309.1,1611.0,30.2,211,0,No Failure,2001-12-21 18:00:00
L47679,x_1,297.5,309.1,1515.0,35.1,213,0,No Failure,2001-12-21 19:00:00
M15360,x1,297.5,309.2,1804.0,27.4,215,0,No Failure,2001-12-21 20:00:00
M15361,x1,297.6,309.3,1464.0,46.2,218,0,No Failure,2001-12-21 21:00:00
L47682,x_1,297.6,309.2,1390.0,43.3,221,0,No Failure,2001-12-21 22:00:00
M15363,x1,297.6,309.2,1442.0,48.1,0,0,No Failure,2001-12-21 23:00:00
M15364,x1,297.6,309.3,1529.0,41.9,3,0,No Failure,2001-12-22 00:00:00
L47685,x_1,297.6,309.3,1610.0,35.0,6,0,No Failure,2001-12-22 01:00:00
L47686,x_1,297.6,309.3,1543.0,34.3,8,0,No Failure,2001-12-22 02:00:00
H29921,X1,297.8,309.4,1445.0,48.2,10,0,No Failure,2001-12-22 03:00:00
L47688,x_1,297.7,309.3,1893.0,24.6,15,0,No Failure,2001-12-22 04:00:00
M15369,x1,265.6,309.3,1415.0,41.3,17,0,No Failure,2001-12-22 05:00:00
L47690,x_1,297.5,309.3,1564.0,37.5,20,0,No Failure,2001-12-22 06:00:00
L47691,x_1,297.5,309.3,1479.0,39.4,22,0,No Failure,2001-12-22 07:00:00
L47692,x_1,297.5,309.2,1426.0,44.8,24,0,No Failure,2001-12-22 08:00:00
L47693,x_1,297.4,309.2,1428.0,38.8,26,0,No Failure,2001-12-22 09:00:00
L47694,x_1,297.4,309.2,1620.0,33.2,28,0,No Failure,2001-12-22 10:00:00
L47695,x_1,297.5,309.2,1715.0,28.0,30,0,No Failure,2001-12-22 11:00:00
L47696,x_1,297.5,309.3,1732.0,29.9,32,0,No Failure,2001-12-22 12:00:00
M15377,x1,297.5,309.4,1391.0,58.2,34,0,No Failure,2001-12-22 13:00:00
L47698,x_1,297.6,309.5,1924.0,20.6,37,0,No Failure,2001-12-22 14:00:00
M15379,x1,297.7,309.5,2027.0,19.8,39,0,No Failure,2001-12-22 15:00:00
L47700,x_1,297.6,309.5,1617.0,36.2,42,0,No Failure,2001-12-22 16:00:00
L47701,x_1,297.5,309.4,1497.0,115.6,44,0,No Failure,2001-12-22 17:00:00
M15382,x1,297.5,309.5,1448.0,43.7,46,0,No Failure,2001-12-22 18:00:00
L47703,x_1,297.4,309.4,1401.0,45.9,49,0,No Failure,2001-12-22 19:00:00
L47704,x_1,297.4,309.4,1620.0,35.4,51,0,No Failure,2001-12-22 20:00:00
L47705,x_1,297.4,309.4,1466.0,45.5,53,0,No Failure,2001-12-22 21:00:00
L47706,x_1,297.6,309.5,1373.0,50.6,55,0,No Failure,2001-12-22 22:00:00
M15387,x1,281.6,309.6,1592.0,35.8,57,0,Error,2001-12-22 23:00:00
M15388,x1,297.5,309.5,1553.0,42.4,60,0,No Failure,2001-12-23 00:00:00
L47709,x_1,297.6,309.5,1569.0,36.2,63,0,No Failure,2001-12-23 01:00:00
M15390,x1,297.6,309.5,1709.0,32.2,65,0,No Failure,2001-12-23 02:00:00
L47711,x_1,297.6,309.5,1549.0,34.9,68,0,No Failure,2001-12-23 03:00:00
L47712,x_1,297.5,309.4,1443.0,45.4,70,0,No Failure,2001-12-23 04:00:00
L47713,x_1,297.5,309.3,1675.0,29.8,72,0,No Failure,2001-12-23 05:00:00
L47714,x_1,297.5,309.3,1623.0,33.4,74,0,No Failure,2001-12-23 06:00:00
H29949,X1,297.4,309.3,1365.0,52.4,76,0,No Failure,2001-12-23 07:00:00
L47716,x_1,297.4,309.3,1759.0,24.8,81,0,No Failure,2001-12-23 08:00:00
H29951,X1,297.4,309.3,1516.0,43.0,83,0,No Failure,2001-12-23 09:00:00
M15398,x1,297.4,309.3,1499.0,36.8,88,0,No Failure,2001-12-23 10:00:00
M15399,x1,297.4,309.3,1775.0,25.8,91,0,No Failure,2001-12-23 11:00:00
L47720,x_1,297.4,309.4,1473.0,45.5,94,0,No Failure,2001-12-23 12:00:00
L47721,x_1,297.4,309.4,1296.0,52.3,96,0,No Failure,2001-12-23 13:00:00
L47722,x_1,297.5,309.4,1803.0,24.7,98,0,No Failure,2001-12-23 14:00:00
H29957,X1,297.5,309.3,1563.0,36.1,100,0,No Failure,2001-12-23 15:00:00
M15404,x1,297.5,309.4,1831.0,26.6,105,0,No Failure,2001-12-23 16:00:00
L47725,x_1,297.6,309.4,1958.0,22.1,108,0,No Failure,2001-12-23 17:00:00
L47726,x_1,297.5,309.4,1809.0,24.3,110,0,No Failure,2001-12-23 18:00:00
M15407,x1,297.5,309.4,1482.0,39.3,112,0,No Failure,2001-12-23 19:00:00
L47728,x_1,297.4,309.3,1332.0,53.2,115,0,No Failure,2001-12-23 20:00:00
L47729,x_1,297.4,309.2,1437.0,40.4,117,0,No Failure,2001-12-23 21:00:00
L47730,x_1,297.4,309.2,1698.0,29.4,119,0,No Failure,2001-12-23 22:00:00
L47731,x_1,297.4,309.2,1274.0,54.3,121,0,No Failure,2001-12-23 23:00:00
M15412,x1,297.4,309.3,1622.0,35.0,123,0,No Failure,2001-12-24 00:00:00
M15413,x1,297.4,309.3,1564.0,36.0,126,0,No Failure,2001-12-24 01:00:00
H29968,X1,297.5,309.4,1368.0,45.3,129,0,No Failure,2001-12-24 02:00:00
M15415,x1,297.4,309.4,1539.0,42.2,134,0,No Failure,2001-12-24 03:00:00
L47736,x_1,297.5,309.4,1357.0,50.1,137,0,No Failure,2001-12-24 04:00:00
M15417,x1,297.5,309.4,1433.0,48.3,139,0,No Failure,2001-12-24 05:00:00
L47738,x_1,281.5,309.4,1650.0,34.6,142,0,No Failure,2001-12-24 06:00:00
L47739,x_1,297.5,309.4,1503.0,40.6,144,0,No Failure,2001-12-24 07:00:00
L47740,x_1,297.5,309.4,1318.0,58.2,146,0,No Failure,2001-12-24 08:00:00
M15421,x1,297.5,309.4,1678.0,34.4,148,0,No Failure,2001-12-24 09:00:00
L47742,x_1,297.6,309.5,1574.0,30.9,151,0,No Failure,2001-12-24 10:00:00
L47743,x_1,297.7,309.6,1529.0,35.2,153,0,No Failure,2001-12-24 11:00:00
H29978,X1,297.6,309.6,1669.0,32.1,155,0,No Failure,2001-12-24 12:00:00
H29979,X1,297.7,309.7,1570.0,35.8,160,0,No Failure,2001-12-24 13:00:00
M15426,x1,297.6,309.7,1541.0,33.7,165,0,No Failure,2001-12-24 14:00:00
M15427,x1,281.7,309.7,1680.0,30.2,168,0,No Failure,2001-12-24 15:00:00
L47748,x_1,297.8,309.7,1935.0,22.1,171,0,No Failure,2001-12-24 16:00:00
M15429,x1,297.7,309.6,1596.0,35.2,173,0,No Failure,2001-12-24 17:00:00
L47750,x_1,297.7,309.7,1498.0,41.0,176,0,No Failure,2001-12-24 18:00:00
M15431,x1,297.8,309.8,1676.0,29.0,178,0,No Failure,2001-12-24 19:00:00
L47752,x_1,281.8,309.9,1351.0,49.0,181,0,No Failure,2001-12-24 20:00:00
L47753,x_1,297.9,309.9,1472.0,45.0,183,0,No Failure,2001-12-24 21:00:00
M15434,x1,297.9,310.0,1439.0,41.7,185,0,No Failure,2001-12-24 22:00:00
M15435,x1,297.9,309.9,1410.0,55.4,188,0,No Failure,2001-12-24 23:00:00
H29990,X1,297.7,309.7,1440.0,51.1,191,0,No Failure,2001-12-25 00:00:00
L47757,x_1,297.7,309.7,1591.0,37.7,196,0,No Failure,2001-12-25 01:00:00
L47758,x_1,297.8,309.8,1533.0,36.8,198,0,No Failure,2001-12-25 02:00:00
M15439,x1,297.8,309.7,1700.0,31.3,200,0,No Failure,2001-12-25 03:00:00
M15440,x1,281.8,309.8,1798.0,25.5,203,0,No Failure,2001-12-25 04:00:00
L47761,x_1,297.8,309.7,1394.0,42.9,206,0,No Failure,2001-12-25 05:00:00
L47762,x_1,297.8,309.7,1341.0,49.2,208,0,No Failure,2001-12-25 06:00:00
H29997,X1,297.7,309.6,,32.2,210,0,No Failure,2001-12-25 07:00:00
H29998,X1,297.6,309.6,1419.0,48.2,215,0,No Failure,2001-12-25 08:00:00
L47765,x_1,297.6,309.5,2001.0,20.5,220,0,No Failure,2001-12-25 09:00:00
L47766,x_1,297.6,309.6,1501.0,49.8,222,1,Overstrain Failure,2001-12-25 10:00:00
H30001,X1,297.6,309.5,1623.0,33.1,224,0,No Failure,2001-12-25 11:00:00
L47768,x_1,297.6,309.4,1628.0,33.4,229,0,No Failure,2001-12-25 12:00:00
L47769,x_1,297.6,309.4,1491.0,40.2,231,0,No Failure,2001-12-25 13:00:00
L47770,x_1,297.5,309.4,1517.0,36.7,233,0,No Failure,2001-12-25 14:00:00
H30005,X1,297.5,309.3,1525.0,41.7,235,0,No Failure,2001-12-25 15:00:00
H30006,X1,297.5,309.5,1668.0,27.9,240,0,No Failure,2001-12-25 16:00:00
L47773,x_1,297.5,309.6,1312.0,50.7,0,0,No Failure,2001-12-25 17:00:00
H30008,X1,297.6,309.6,1278.0,50.4,2,0,No Failure,2001-12-25 18:00:00
M15455,x1,297.6,309.6,1330.0,53.1,7,0,No Failure,2001-12-25 19:00:00
